system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
0000000000000000016d,818.0,818.0,818.0,537.0,298.0,207.0,161.0,132.0,112.0,273.0,818.0,818.0,Germany,0,0,0,25.5,10435,0,DEU,154.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE25,DE256,14.3,60.5,43742920,0,0,6.4,6.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187,887.0,887.0,887.0,620.0,360.0,240.0,183.0,149.0,126.0,332.0,887.0,887.0,Germany,0,0,0,19.42,10507,0,DEU,281.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE25,DE258,10.1,52.1,43862934,0,0,6.2,6.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ab,866.0,866.0,866.0,597.0,300.0,212.0,166.0,137.0,117.0,309.0,866.0,866.0,Germany,0,0,0,9.54,10458,0,DEU,207.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE2,DE25,DE257,9.5,23.4,43782956,0,0,5.7,6.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b8,823.0,823.0,823.0,521.0,277.0,198.0,156.0,129.0,110.0,198.0,823.0,823.0,Germany,5,0,0,49.0,9933,0,DEU,391.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE2,DE26,DE26C,16.0,44.3,43022962,0,0,7.1,7.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,796.0,796.0,680.0,386.0,238.0,176.0,141.0,118.0,102.0,156.0,589.0,656.0,Germany,0,0,0,38.1,10159,0,DEU,481.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE26,DE268,16.4,66.0,43342968,0,0,7.1,7.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,888.0,888.0,855.0,553.0,297.0,212.0,167.0,138.0,118.0,219.0,827.0,888.0,Germany,1,0,0,16.9,10001,0,DEU,319.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26A,12.7,32.3,43122984,0,0,6.9,6.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,1027.0,1027.0,1027.0,772.0,364.0,255.0,199.0,164.0,163.0,287.0,1027.0,1027.0,Germany,3,0,0,17.19,9646,0,DEU,130.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE2,DE26,DE264,8.3,29.4,42582994,0,0,6.7,6.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,879.0,879.0,879.0,595.0,303.0,214.0,168.0,139.0,119.0,282.0,878.0,879.0,Germany,1,0,0,18.0,10259,0,DEU,174.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE26,DE26B,16.2,28.4,43503006,0,0,5.9,6.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000474,994.0,1006.0,974.0,615.0,334.0,240.0,189.0,156.0,134.0,387.0,846.0,798.0,Germany,0,0,0,25.5,11392,0,DEU,106.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE4,DE40,DE40E,8.7,90.8,44843230,0,0,4.5,4.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051c,1150.0,1150.0,1077.0,729.0,387.0,276.0,217.0,180.0,154.0,369.0,797.0,784.0,Germany,1,0,0,8.93,12717,0,DEU,74.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE4,DE40,DE409,7.7,11.6,45983286,0,0,6.4,6.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,1155.0,1155.0,1151.0,786.0,421.0,293.0,227.0,187.0,159.0,432.0,902.0,916.0,Germany,0,0,0,16.76,12381,0,DEU,80.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.7,DE,DE4,DE40,DE405,5.3,19.3,45703288,0,0,5.1,5.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000584,1004.0,1004.0,973.0,616.0,334.0,239.0,189.0,156.0,134.0,331.0,786.0,785.0,Germany,0,0,0,16.9,11690,0,DEU,137.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.8,DE,DE4,DE40,DE40D,6.7,47.1,45103308,0,0,4.8,5.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d1,871.0,871.0,866.0,526.0,287.0,207.0,163.0,135.0,116.0,298.0,871.0,871.0,Germany,3,0,0,15.97,10886,0,DEU,36.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE4,DE40,DE40F,14.4,16.8,44343342,0,0,6.6,6.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,859.0,859.0,647.0,363.0,238.0,180.0,146.0,123.0,107.0,97.0,450.0,472.0,Germany,19,0,0,43.1,9333,0,DEU,197.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE7,DE71,DE715,15.2,19.7,42082950,0,0,7.4,7.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad,904.0,904.0,710.0,421.0,264.0,197.0,159.0,133.0,115.0,107.0,485.0,520.0,Germany,1,0,0,12.9,9370,0,DEU,206.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE7,DE71,DE717,8.5,48.1,42142960,0,0,7.0,7.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5,928.0,928.0,735.0,437.0,273.0,203.0,163.0,137.0,118.0,111.0,473.0,512.0,Germany,37,0,0,17.38,9371,0,DEU,367.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE7,DE71,DE717,12.4,65.8,42142970,0,0,7.4,7.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,999.0,999.0,955.0,655.0,340.0,242.0,190.0,157.0,151.0,232.0,776.0,921.0,Germany,0,0,0,16.34,9478,0,DEU,360.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE7,DE72,DE721,12.2,46.1,42323054,0,0,6.0,6.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,977.0,977.0,960.0,661.0,336.0,238.0,187.0,154.0,148.0,259.0,823.0,977.0,Germany,2,0,0,7.85,9479,0,DEU,157.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.2,DE,DE7,DE72,DE724,11.5,23.4,42323068,0,0,6.1,6.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a,985.0,985.0,985.0,737.0,349.0,245.0,191.0,157.0,181.0,375.0,985.0,985.0,Germany,55,0,0,20.9,9574,0,DEU,113.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE7,DE72,DE725,22.3,74.9,42463068,0,0,7.1,7.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,987.0,987.0,987.0,730.0,348.0,245.0,191.0,157.0,164.0,362.0,987.0,987.0,Germany,1,0,0,12.11,9683,0,DEU,278.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE72,DE725,12.7,62.8,42623080,0,0,6.4,6.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d,979.0,979.0,979.0,689.0,341.0,241.0,188.0,155.0,149.0,291.0,876.0,979.0,Germany,2,0,0,11.44,9548,0,DEU,192.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE7,DE72,DE724,11.5,57.0,42423082,0,0,6.5,6.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,995.0,995.0,995.0,712.0,348.0,245.0,192.0,158.0,136.0,331.0,949.0,995.0,Germany,0,0,0,14.61,9935,0,DEU,201.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE7,DE73,DE733,9.7,52.1,43023088,0,0,6.0,6.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,941.0,941.0,941.0,720.0,335.0,235.0,183.0,151.0,237.0,481.0,941.0,941.0,Germany,2,0,0,11.71,9481,0,DEU,22.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE73,DE736,12.4,62.0,42323104,0,0,6.7,6.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,1026.0,1026.0,1026.0,739.0,360.0,253.0,198.0,163.0,153.0,324.0,916.0,1002.0,Germany,2,0,0,14.41,9793,0,DEU,208.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE7,DE73,DE735,11.9,45.6,42783118,0,0,6.8,7.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,1019.0,1019.0,1019.0,743.0,358.0,252.0,197.0,162.0,146.0,388.0,1019.0,1019.0,Germany,5,0,0,23.3,10052,0,DEU,271.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE73,DE737,14.6,82.0,43183122,0,0,7.1,7.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,1022.0,1022.0,1022.0,778.0,367.0,256.0,199.0,164.0,187.0,387.0,1022.0,1022.0,Germany,2,0,0,10.42,9694,0,DEU,226.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE7,DE73,DE734,12.2,52.7,42643126,0,0,6.8,7.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060e,981.0,981.0,981.0,666.0,363.0,251.0,194.0,159.0,136.0,325.0,981.0,981.0,Germany,1,0,0,8.3,11248,0,DEU,87.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.7,DE,DE8,DE80,DE80O,6.2,52.3,44703374,0,0,6.1,6.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616,995.0,995.0,995.0,685.0,379.0,259.0,200.0,163.0,139.0,318.0,995.0,995.0,Germany,1,0,0,13.7,11249,0,DEU,73.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.9,DE,DE8,DE80,DE80O,7.4,38.4,44703378,0,0,5.8,6.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061c,989.0,989.0,989.0,698.0,413.0,272.0,207.0,168.0,150.0,335.0,989.0,989.0,Germany,0,0,0,35.2,10959,0,DEU,126.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE8,DE80,DE80O,11.1,69.6,44423382,0,0,4.7,4.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000623,1113.0,1113.0,1113.0,819.0,541.0,333.0,247.0,198.0,167.0,342.0,965.0,1015.0,Germany,3,0,0,14.83,11770,0,DEU,143.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE8,DE80,DE80J,11.1,29.7,45183394,0,0,7.1,7.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,1022.0,1022.0,1022.0,756.0,362.0,254.0,198.0,170.0,223.0,602.0,1022.0,1022.0,Germany,0,0,0,10.15,9937,0,DEU,246.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE9,DE91,DE918,12.7,51.0,43023172,0,0,6.6,6.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,952.0,952.0,952.0,678.0,333.0,235.0,183.0,156.0,148.0,407.0,952.0,952.0,Germany,4,0,0,26.9,9980,0,DEU,116.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE91,DE918,10.9,61.5,43083194,0,0,6.9,7.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000443,863.0,863.0,863.0,559.0,292.0,208.0,164.0,135.0,116.0,358.0,863.0,863.0,Germany,3,0,0,21.5,10185,0,DEU,511.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE9,DE91,DE91B,18.0,71.2,43383214,0,0,6.9,7.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bf,789.0,789.0,789.0,477.0,261.0,187.0,148.0,122.0,105.0,336.0,789.0,789.0,Germany,1,0,0,53.3,10175,0,DEU,161.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.9,DE,DE9,DE91,DE91A,8.2,50.5,43363252,0,0,6.5,6.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d0,742.0,742.0,742.0,425.0,240.0,174.0,137.0,114.0,98.0,323.0,742.0,742.0,Germany,0,0,0,10.75,10262,0,DEU,149.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE9,DE91,DE914,28.1,87.5,43503258,0,0,5.8,6.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f8,780.0,780.0,764.0,431.0,248.0,181.0,143.0,119.0,102.0,293.0,780.0,777.0,Germany,0,0,0,13.58,10479,0,DEU,254.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE9,DE91,DE914,19.8,99.5,43803270,0,0,5.7,6.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fc,741.0,741.0,741.0,429.0,241.0,174.0,138.0,114.0,98.0,322.0,741.0,741.0,Germany,0,0,0,4.91,10222,0,DEU,116.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE9,DE91,DE914,12.3,66.8,43443270,0,0,4.9,5.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000530,742.0,742.0,742.0,418.0,238.0,173.0,137.0,114.0,98.0,283.0,742.0,742.0,Germany,0,0,0,9.19,10384,0,DEU,168.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE9,DE91,DE914,22.7,83.1,43663282,0,0,5.2,5.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455,953.0,953.0,953.0,679.0,333.0,235.0,184.0,167.0,161.0,414.0,953.0,953.0,Germany,0,21,10,10.66,9909,0,DEU,259.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE92,DE923,11.8,73.1,42983220,16,63,6.6,6.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000498,979.0,979.0,979.0,691.0,341.0,241.0,188.0,178.0,174.0,411.0,979.0,979.0,Germany,12,0,0,24.2,9806,0,DEU,191.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE92,DE928,15.4,33.0,42803238,0,0,7.1,7.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fd,860.0,860.0,860.0,545.0,289.0,207.0,163.0,135.0,122.0,282.0,860.0,860.0,Germany,0,0,0,25.8,9981,0,DEU,163.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE92,DE929,16.4,57.9,43083270,0,0,4.7,4.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000603,881.0,881.0,881.0,592.0,356.0,238.0,209.0,189.0,327.0,518.0,881.0,881.0,Germany,1,0,0,23.1,9605,0,DEU,171.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE93,DE932,16.4,77.6,42503366,0,0,5.1,5.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060b,884.0,884.0,884.0,588.0,338.0,231.0,178.0,145.0,223.0,422.0,884.0,884.0,Germany,1,0,0,16.24,9941,0,DEU,123.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE9,DE93,DE939,14.0,65.8,43023370,0,0,5.8,6.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060c,890.0,890.0,890.0,589.0,341.0,233.0,179.0,146.0,222.0,419.0,890.0,890.0,Germany,0,0,0,37.8,9971,0,DEU,237.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE9,DE93,DE933,20.4,128.0,43063370,0,0,4.6,4.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061b,848.0,848.0,848.0,557.0,325.0,221.0,189.0,152.0,266.0,501.0,848.0,848.0,Germany,1,0,0,27.9,9837,0,DEU,247.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE9,DE93,DE939,19.3,98.9,42863378,0,0,5.1,5.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000460,791.0,791.0,791.0,484.0,262.0,188.0,148.0,362.0,459.0,631.0,791.0,791.0,Germany,0,0,0,41.5,9196,0,DEU,73.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.7,DE,DE9,DE94,DE94E,27.5,86.2,41863224,0,0,4.3,4.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c5,757.0,757.0,757.0,483.0,255.0,182.0,143.0,271.0,402.0,609.0,757.0,757.0,Germany,0,0,0,23.6,9180,0,DEU,85.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE9,DE94,DE94E,18.7,167.6,41823256,0,0,6.1,6.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8,655.0,655.0,655.0,364.0,209.0,152.0,120.0,356.0,517.0,655.0,655.0,655.0,Germany,0,0,0,11.56,8916,0,DEU,69.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE9,DE94,DE94B,17.8,145.8,41303268,0,0,4.6,4.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000574,732.0,732.0,732.0,469.0,263.0,184.0,178.0,378.0,526.0,681.0,732.0,732.0,Germany,2,0,0,80.2,9016,0,DEU,140.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.2,DE,DE9,DE94,DE949,11.9,104.5,41483304,0,0,6.1,6.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000580,796.0,796.0,796.0,516.0,310.0,210.0,199.0,313.0,476.0,649.0,796.0,796.0,Germany,1,0,0,5.66,9135,0,DEU,79.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE9,DE94,DE948,17.5,132.0,41743306,0,0,5.5,5.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000627,770.0,770.0,770.0,484.0,318.0,210.0,191.0,200.0,356.0,474.0,770.0,770.0,Germany,0,0,0,23.2,9011,0,DEU,128.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE94,DE947,15.7,53.0,41463396,0,0,5.6,5.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,829.0,829.0,782.0,532.0,280.0,200.0,157.0,130.0,247.0,246.0,726.0,819.0,Germany,1,0,0,56.9,8834,0,DEU,179.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.5,DE,DEA,DEA2,DEA2C,23.9,68.5,41163064,0,0,4.4,4.57,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,632.0,632.0,632.0,392.0,211.0,151.0,119.0,139.0,294.0,284.0,632.0,632.0,Germany,63,0,0,46.2,8689,0,DEU,659.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DEA,DEA2,DEA26,28.5,171.5,40783066,0,0,7.4,7.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,580.0,580.0,518.0,246.0,161.0,122.0,99.0,140.0,197.0,191.0,580.0,580.0,Germany,0,0,0,17.19,8678,0,DEU,162.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA2,DEA26,13.4,50.2,40743090,0,0,6.1,6.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,591.0,591.0,559.0,248.0,163.0,124.0,100.0,85.0,189.0,201.0,591.0,591.0,Germany,0,0,0,26.7,8552,0,DEU,107.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.4,DE,DEA,DEA2,DEA29,20.0,24.0,40463116,0,0,5.8,5.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,592.0,592.0,572.0,265.0,169.0,127.0,103.0,86.0,194.0,224.0,592.0,592.0,Germany,0,0,0,11.91,8590,0,DEU,138.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA2,DEA29,16.2,69.8,40543118,0,0,6.7,6.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432,662.0,662.0,662.0,368.0,211.0,153.0,122.0,394.0,615.0,662.0,662.0,662.0,Germany,1,0,0,41.0,8837,0,DEU,209.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DEA,DEA3,DEA34,21.2,84.8,41163214,0,0,6.0,6.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f,1045.0,1045.0,1045.0,784.0,430.0,285.0,217.0,337.0,460.0,746.0,1045.0,1045.0,Germany,1,0,0,20.8,9717,0,DEU,83.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DEA,DEA4,DEA45,13.6,27.4,42683204,0,0,5.5,5.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046f,1004.0,1004.0,1004.0,737.0,398.0,268.0,205.0,277.0,335.0,562.0,1004.0,1004.0,Germany,0,0,0,27.6,9589,0,DEU,134.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA4,DEA45,10.3,25.4,42483226,0,0,5.4,5.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000049c,887.0,887.0,887.0,611.0,307.0,217.0,170.0,226.0,330.0,541.0,887.0,887.0,Germany,0,0,0,24.2,9418,0,DEU,255.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA4,DEA46,10.9,65.1,42223242,0,0,5.7,5.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000385,816.0,816.0,816.0,624.0,300.0,208.0,161.0,408.0,672.0,816.0,816.0,816.0,Germany,7,0,0,35.8,9312,0,DEU,700.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),3.5,DE,DEA,DEA5,DEA5B,27.1,132.0,42043156,0,0,6.9,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038e,828.0,828.0,828.0,606.0,292.0,205.0,160.0,365.0,553.0,774.0,828.0,828.0,Germany,1,34,20,12.45,9323,0,DEU,116.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DEA,DEA5,DEA5B,16.9,36.7,42063160,10,57,5.8,6.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af,802.0,802.0,802.0,503.0,269.0,192.0,151.0,476.0,504.0,635.0,802.0,802.0,Germany,1,0,0,18.29,9246,0,DEU,354.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA5,DEA5B,10.5,43.6,41943172,0,0,6.1,6.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203,698.0,698.0,698.0,570.0,252.0,176.0,137.0,115.0,589.0,698.0,698.0,698.0,Germany,0,0,0,29.9,8599,0,DEU,91.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DEB,DEB2,DEB23,16.3,50.9,40563018,0,0,5.5,5.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,623.0,623.0,481.0,282.0,179.0,135.0,108.0,91.0,79.0,76.0,597.0,623.0,Germany,155,0,0,23.2,9150,0,DEU,179.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DEB,DEB3,DEB3H,9.3,85.7,41782888,0,0,7.5,7.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,737.0,737.0,664.0,423.0,238.0,172.0,136.0,113.0,99.0,90.0,482.0,595.0,Germany,0,0,0,28.2,9066,0,DEU,200.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DEB,DEB3,DEB3D,13.8,23.5,41602942,0,0,4.9,5.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,805.0,805.0,595.0,304.0,208.0,161.0,132.0,112.0,97.0,88.0,423.0,441.0,Germany,207,0,0,21.3,9252,0,DEU,377.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEB,DEB3,DEB3B,12.5,28.4,41962952,0,0,7.5,7.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,770.0,770.0,577.0,312.0,208.0,159.0,129.0,109.0,95.0,85.0,445.0,462.0,Germany,78,0,0,24.2,9219,0,DEU,373.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DEB,DEB3,DEB3B,15.0,39.5,41902954,0,0,7.5,7.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,899.0,899.0,718.0,429.0,266.0,198.0,159.0,133.0,115.0,107.0,484.0,520.0,Germany,16,0,0,32.0,9287,0,DEU,467.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DEB,DEB3,DEB3J,15.7,29.6,42002968,0,0,7.5,7.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,981.0,981.0,803.0,514.0,305.0,223.0,178.0,148.0,133.0,126.0,489.0,536.0,Germany,1,0,0,21.1,9254,0,DEU,554.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DEB,DEB3,DEB35,14.3,54.1,41962982,0,0,7.3,7.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,869.0,869.0,869.0,603.0,301.0,213.0,167.0,138.0,118.0,592.0,869.0,854.0,Germany,1,0,0,9.32,11488,0,DEU,123.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DED,DED4,DED45,17.2,44.1,44923066,0,0,6.5,6.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
